cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
100	20	2	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	196	28	0.14285714285714302	0.7685948053724879	0.999720741082163	0.155732851528853	1156	5344
100	20	2	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	196	18	0.0918367346938776	0.9164031015726569	0.9997193162940821	0.16247943419544	1300	5200
100	20	2	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	196	22	0.11224489795918402	0.964919905285422	0.9997245160176601	0.16524009014710098	1310	5190
100	20	2	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	196	30	0.153061224489796	0.6838540826239361	0.9997091970905809	0.10542976274425099	989	5511
100	20	2	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	196	14	0.0714285714285714	0.7119489514545531	0.999707951277481	0.10490821620633399	1020	5480
100	20	2	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	196	30	0.153061224489796	1.0535248091224498	0.9997250783693291	0.17903223452192601	1443	5057
100	20	2	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	196	38	0.19387755102040802	0.8964987221520041	0.999730107120878	0.179303678156468	1247	5253
100	20	2	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	196	30	0.153061224489796	0.810942268783976	0.999738698510222	0.15694806522641902	1190	5310
100	20	2	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	196	32	0.163265306122449	0.8338470998729051	0.9997348913813131	0.16434493721544802	1225	5275
100	20	2	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	196	24	0.12244897959183698	0.7514386025513341	0.9997301815426328	0.19552799306458202	1164	5336
100	20	2	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	0.780341138096396	0.9997184564995021	0.16314730675309197	1149	5351
100	20	2	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	196	24	0.12244897959183698	0.694799121688321	0.999700172276473	0.10804460822144	984	5516
100	20	2	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	196	20	0.10204081632653099	0.7704302945702759	0.9997045975784059	0.113053946088174	1063	5437
100	20	2	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	196	24	0.12244897959183698	0.960279645970125	0.999748813558511	0.17625649253654896	1356	5144
100	20	2	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	196	28	0.14285714285714302	0.915134020182644	0.999720354133662	0.161868225862085	1255	5245
100	20	2	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	1.0387263024122	0.99972469031218	0.18188530084276103	1390	5110
100	20	2	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	196	22	0.11224489795918402	0.883140338561938	0.9997262297620121	0.147361724500353	1249	5251
100	20	2	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	196	24	0.12244897959183698	0.648217978789562	0.999723861080426	0.10169925935305901	928	5572
100	20	2	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	196	26	0.13265306122449003	0.835353289482173	0.9997238946054201	0.13842298349396698	1165	5335
100	20	2	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	196	26	0.13265306122449003	0.800340920866293	0.9997216680410691	0.15333921849759602	1187	5313
