cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
100	5	20	0001	sciphi	candidate_snvs	NA	0.003755072704958371	0.09830300000000004	4.0872178	2.18312	0.00489676	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0002	sciphi	candidate_snvs	NA	0.002887653350535075	0.09967499999999996	10.3034528	2.2256	0.0063556	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0003	sciphi	candidate_snvs	NA	0.005472737978005828	0.09106899999999997	2.9316039000000003	2.10591	0.00894158	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0004	sciphi	candidate_snvs	NA	0.0036069451731073577	0.10505299999999997	5.0979982	2.3019	0.00956925	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0005	sciphi	candidate_snvs	NA	0.003824212571204642	0.09489199999999998	5.9090073	2.18207	0.00356085	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0006	sciphi	candidate_snvs	NA	0.005943735283182552	0.097012	2.01725	2.25449	0.00466915	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0007	sciphi	candidate_snvs	NA	0.0045652309489372	0.09714500000000004	2.6713654	2.1510599999999998	0.00186322	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0008	sciphi	candidate_snvs	NA	0.00440825118986669	0.100503	3.6108877	2.26327	0.00878373	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0009	sciphi	candidate_snvs	NA	0.008513883212837204	0.08920300000000002	1.4581243000000002	2.1621099999999998	0.005379	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0010	sciphi	candidate_snvs	NA	0.003977138225386386	0.12006499999999998	4.3979613	2.2618099999999997	0.00415261	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0011	sciphi	candidate_snvs	NA	0.006556414916193785	0.09409299999999997	1.8865188000000002	2.2416	0.00560588	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0012	sciphi	candidate_snvs	NA	0.003919532563686744	0.10094099999999996	3.3567267999999997	2.11536	0.00785964	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0013	sciphi	candidate_snvs	NA	0.003809685064004757	0.09405600000000004	4.1708697	2.1436900000000003	0.00132936	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0014	sciphi	candidate_snvs	NA	0.0051204095413734715	0.08631299999999997	3.0637979	2.1126400000000003	0.0051664	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0015	sciphi	candidate_snvs	NA	0.010287360227835326	0.08385500000000001	0.69507044	2.0468599999999997	0.00589045	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0016	sciphi	candidate_snvs	NA	0.005104113310473352	0.08992500000000002	3.2298656	2.15849	0.00281421	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0017	sciphi	candidate_snvs	NA	0.004261980483444093	0.09428899999999996	4.2766972	2.1674100000000003	0.00153166	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0018	sciphi	candidate_snvs	NA	0.002496271956590369	0.16140500000000002	7.332935000000001	2.35096	0.00393031	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0019	sciphi	candidate_snvs	NA	0.004317044029046193	0.09892900000000003	3.4479148	2.1705799999999997	0.00394017	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0020	sciphi	candidate_snvs	NA	0.005998839418628306	0.10721999999999997	2.6641820000000003	2.17427	0.0015850999999999999	NA	NA	NA	NA	NA	NA	NA	NA
100	5	20	0001	sieve	candidate_snvs	none_univ	0.002274264037468455	0.15059463593823832	51.36832786446856	2.4864146175715622	NA	median	NA	NA	5.310723975258588	25.218643748209253	17.681229624414183	0.5540637842966712	NA
100	5	20	0002	sieve	candidate_snvs	none_univ	0.00224181807701674	0.1506277841258668	51.37566801434839	2.4867500139445813	NA	mean	NA	NA	5.548142755430011	26.537295141859474	19.14758072574849	0.5551171666510095	NA
100	5	20	0003	sieve	candidate_snvs	none_univ	0.0022780247776529603	0.14486130197331334	51.3561772963838	2.4022680704672306	NA	median	NA	NA	5.460087500367516	26.398519046662297	17.965479864131254	0.7186778971038896	NA
100	5	20	0004	sieve	candidate_snvs	none_univ	0.002301895170328316	0.16374030261810393	51.35332340511738	2.5443074934347587	NA	median	NA	NA	5.676934787340709	27.49187040600954	18.784897240238266	0.7152501513770856	NA
100	5	20	0005	sieve	candidate_snvs	none_univ	0.0022807485581473924	0.14580124617412074	51.37056857699546	2.4030377849146087	NA	median	NA	NA	5.254807925123398	23.920384464986068	17.903240731303647	0.6391495923953928	NA
100	5	20	0006	sieve	candidate_snvs	none_univ	0.00228904072250027	0.1529318706520049	51.38362925470608	2.5637839497791233	NA	median	NA	NA	5.258938366882521	24.412265688427077	20.910119228624367	0.5212428640563177	NA
100	5	20	0007	sieve	candidate_snvs	none_univ	0.002251880227680593	0.14905178262681198	51.350614974760845	2.4419339589593565	NA	median	NA	NA	5.441638993834281	24.83998824880217	17.42855397813943	0.6765217279572856	NA
100	5	20	0008	sieve	candidate_snvs	none_univ	0.002244687204781593	0.15293628030787942	51.369922845991056	2.526754214258029	NA	median	NA	NA	5.400105371697569	25.0938910973145	18.54701002334286	0.5157680528800598	NA
100	5	20	0009	sieve	candidate_snvs	none_univ	0.0022235598575603022	0.16444036039272647	51.374411944098036	2.5981319566970646	NA	mean	NA	NA	5.666597677853629	27.637170343340674	19.7768766740012	0.6097935620378856	NA
100	5	20	0010	sieve	candidate_snvs	none_univ	0.0022375318274686453	0.14796112451721774	51.38615559502357	2.4746688826383747	NA	mean	NA	NA	5.335803623797959	25.00261717104018	18.889529170435807	0.6136487990461226	NA
