cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	true_cell_names	cell_names	true_loci_info	loci_info	true_genotypes	genotypes	true_ternary	ternary	genotype_probs	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_hetero_mu	false_positive_hetero_mu	true_negative_hetero_mu	false_negative_hetero_mu	recall_hetero_mu	precision_hetero_mu	f1_score_hetero_mu	fall_out_hetero_mu	true_positive_homo_mu	false_positive_homo_mu	true_negative_homo_mu	false_negative_homo_mu	recall_homo_mu	precision_homo_mu	f1_score_homo_mu	fall_out_homo_mu	true_homo_mu	true_homo_mu_as_homo_ref	true_homo_mu_as_hetero_mu	prop_of_missing
40	20	10	0.001999	0.16334	0.0	0.0	0001	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.genotype_probs	7612	1	30510	1837	0.8055878928987195	0.9998686457375542	0.8922752315086155	3.2775064730752846e-05	6423	27	30607	2903	0.6887197083422689	0.995813953488372	0.8142748478701826	0.0008813736371352	96	1067	38770	27	0.7804878048780488	0.0825451418744626	0.1493001555209953	0.0267841453924743	123	1	26	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0002	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.genotype_probs	6178	1	25386	1515	0.8030677239048486	0.9998381615148082	0.8907151095732411	3.939023909875133e-05	5188	19	25483	2390	0.6846133544470837	0.9963510658728636	0.8115760657019946	0.0007450396047368	96	876	32089	19	0.8347826086956521	0.0987654320987654	0.1766329346826126	0.0265736387077203	115	1	18	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0003	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.genotype_probs	4153	3	28624	1140	0.7846211978084262	0.9992781520692974	0.8790348184993121	0.0001047961714465	3726	3	28634	1557	0.7052810902896082	0.999195494770716	0.8268974700399467	0.0001047595767713	10	417	33493	0	1.0	0.0234192037470726	0.045766590389016	0.012297257446181	10	0	0	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0004	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.genotype_probs	6256	1	28496	1447	0.8121511099571596	0.9998401789995204	0.8962750716332378	3.50914131312068e-05	5377	22	28515	2286	0.7016834138066032	0.9959251713280236	0.8233042413106723	0.0007709289694081	18	840	35320	22	0.45	0.0209790209790209	0.0400890868596881	0.0232300884955752	40	1	21	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0005	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.genotype_probs	5943	0	29689	1608	0.7870480731029003	1.0	0.8808359270787017	0.0	5181	25	29800	2234	0.6987188132164531	0.995197848636189	0.8210125980508675	0.0008382229673093	107	630	36474	29	0.7867647058823529	0.1451831750339213	0.2451317296678121	0.0169793014230271	136	4	25	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0006	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.genotype_probs	5317	1	31246	1396	0.7920452852673916	0.9998119593832268	0.8838833014711994	3.200307229494032e-05	4649	7	31270	2034	0.6956456681131229	0.9984965635738832	0.8200017638239704	0.0002238066310707	24	638	37292	6	0.8	0.0362537764350453	0.0693641618497109	0.0168204587397838	30	0	6	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0007	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.genotype_probs	6263	0	29170	1647	0.7917825537294564	1.0	0.8837931277781697	0.0	5260	12	29315	2493	0.6784470527537727	0.9977238239757208	0.8076775431861803	0.0004091792546117	144	847	36076	13	0.9171974522292994	0.1453077699293642	0.2508710801393728	0.0229396311242315	157	1	12	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0008	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.genotype_probs	5344	1	31377	1398	0.7926431326016019	0.9998129092609916	0.8842558120294531	3.18694626808592e-05	4676	13	31427	2004	0.7	0.9972275538494348	0.8225877385873868	0.000413486005089	50	606	37452	12	0.8064516129032258	0.0762195121951219	0.1392757660167131	0.0159230647958379	62	0	12	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0009	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.genotype_probs	6196	1	26362	1521	0.8029026823895297	0.9998386315959336	0.8906137703032917	3.793195008155369e-05	5428	4	26388	2260	0.7060353798126952	0.9992636229749632	0.827439024390244	0.0001515610791148	26	739	33312	3	0.896551724137931	0.0339869281045751	0.0654911838790932	0.0217027400076356	29	0	3	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0010	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_01/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.genotype_probs	6146	0	26303	1551	0.7984929193192153	1.0	0.8879578126128729	0.0	5388	11	26317	2284	0.7022940563086548	0.997962585664012	0.824420472802387	0.0004178061379519	12	735	33240	13	0.48	0.0160642570281124	0.0310880829015544	0.0216335540838852	25	2	11	0.0
