cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
40	5	20	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	76	10	0.131578947368421	0.016432501721977	0.9999865345551701	0.0049381232148940895	381	79619
40	5	20	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	76	22	0.289473684210526	0.0168845756311748	0.9999878647360501	0.00487007018230133	383	79617
40	5	20	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.0164626372478415	0.9999881709649459	0.0045991360415854705	386	79614
40	5	20	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	76	22	0.289473684210526	0.0224039265553744	0.999989896167251	0.009967650777829759	561	79439
40	5	20	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.0210440800028519	0.999989764816519	0.007233540562819999	502	79498
40	5	20	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	76	20	0.263157894736842	0.0160673400898435	0.9999881359049531	0.00474623485665217	359	79641
40	5	20	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.0178017110798716	0.999987874385007	0.0044078128404005795	409	79591
40	5	20	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	76	8	0.10526315789473699	0.0133374797572716	0.9999872219017191	0.0034325076217923897	296	79704
40	5	20	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	76	12	0.157894736842105	0.0140986394480956	0.9999869938105309	0.00380014857830944	313	79687
40	5	20	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.0138967118148979	0.9999865173355308	0.00361457405290786	325	79675
40	5	20	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	76	30	0.39473684210526294	0.0177976289492894	0.9999873122350029	0.0047894132715868105	410	79590
40	5	20	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	76	18	0.23684210526315802	0.0105757984631987	0.9999854552175391	0.00296034325062216	228	79772
40	5	20	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	76	28	0.368421052631579	0.0156152232144419	0.999989336682876	0.00406858091209412	348	79652
40	5	20	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	76	14	0.18421052631578896	0.0132981010771314	0.99998700507128	0.00324239124098862	290	79710
40	5	20	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	76	18	0.23684210526315802	0.0142623646316477	0.9999871171849569	0.0036739563386596202	311	79689
40	5	20	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	76	12	0.157894736842105	0.0146856203189954	0.9999861520966921	0.00396910631388281	328	79672
40	5	20	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	76	20	0.263157894736842	0.0146748041917697	0.999987722892228	0.00413028594498847	318	79682
40	5	20	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.0149245136468374	0.9999857086107621	0.0036997443840185397	341	79659
40	5	20	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	76	14	0.18421052631578896	0.00943241743132055	0.9999865553593209	0.00199517980909081	197	79803
40	5	20	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	76	8	0.10526315789473699	0.0237362609970649	0.9999895729473929	0.008944553336567941	581	79419
