cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	5	20	0001	sciphi	candidate_snvs	NA	0.0020711954596063444	0.08635199999999997	68.85781800000001	2.34718	0.00287233	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0002	sciphi	candidate_snvs	NA	0.002050696671855505	0.08858200000000005	73.27266	2.34211	0.00172204	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0003	sciphi	candidate_snvs	NA	0.0020517272629953357	0.06895700000000005	72.66609100000001	2.06149	0.00381522	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0004	sciphi	candidate_snvs	NA	0.0020503615962844373	0.07716800000000001	76.140716	2.15393	0.0025678000000000003	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0005	sciphi	candidate_snvs	NA	0.0020503664286983807	0.07216999999999996	74.79736199999999	2.16803	0.00160434	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0006	sciphi	candidate_snvs	NA	0.002045106070473775	0.07568699999999995	75.050386	2.20243	0.00479837	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0007	sciphi	candidate_snvs	NA	0.0020627801469903415	0.09524900000000004	72.002826	2.2944	0.00318403	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0008	sciphi	candidate_snvs	NA	0.0020622229960638033	0.100661	71.30945600000003	2.51602	0.00277293	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0009	sciphi	candidate_snvs	NA	0.00205962035515256	0.07790699999999995	76.448555	2.22473	0.002009	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0010	sciphi	candidate_snvs	NA	0.0020543561935419887	0.08021199999999995	72.484509	2.37669	0.00393892	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0011	sciphi	candidate_snvs	NA	0.002079299034490073	0.07879400000000003	68.19028800000001	2.23198	0.00268949	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0012	sciphi	candidate_snvs	NA	0.002049445439918775	0.07869099999999997	76.011782	2.09165	0.00535287	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0013	sciphi	candidate_snvs	NA	0.002031735470119856	0.07678499999999999	79.68950799999999	2.36475	0.00451182	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0014	sciphi	candidate_snvs	NA	0.0020811673353319173	0.07774700000000001	68.536536	2.13293	0.00640559	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0015	sciphi	candidate_snvs	NA	0.0020608805426260827	0.07183300000000004	71.671306	2.30345	0.00733889	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0016	sciphi	candidate_snvs	NA	0.002076183641740802	0.083449	68.32054600000001	2.24091	0.00202146	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0017	sciphi	candidate_snvs	NA	0.002070387652456337	0.07147199999999998	70.915222	2.2562	0.00230168	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0018	sciphi	candidate_snvs	NA	0.002074334147392788	0.07076000000000005	66.78914300000001	2.21838	0.00322773	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0019	sciphi	candidate_snvs	NA	0.002063148670657059	0.06683700000000004	75.18992800000002	2.2056500000000003	0.00923395	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0020	sciphi	candidate_snvs	NA	0.002065554564711004	0.06490799999999998	73.15420400000002	2.17682	0.00718958	NA	NA	NA	NA	NA	NA	NA	NA
40	5	20	0001	sieve	candidate_snvs	none_univ	0.002070961908702063	0.1458388627835385	70.87658209856684	2.5768352445825715	NA	mean	NA	NA	5.451509826456946	25.343114909057668	11.907243802284624	0.3736433323039384	NA
40	5	20	0002	sieve	candidate_snvs	none_univ	0.002054787409479763	0.1622138422978221	74.92242024946064	2.5681570902478343	NA	mean	NA	NA	5.7387573925672815	27.516396258674856	12.164665789716766	0.2560468321673402	NA
40	5	20	0003	sieve	candidate_snvs	none_univ	0.002058960564932302	0.13347629633644068	74.77891477505408	2.2449135025229645	NA	mean	NA	NA	5.510864751046559	26.810299498505803	12.14014740636879	0.3123717856280972	NA
40	5	20	0004	sieve	candidate_snvs	none_univ	0.0020543909691330573	0.1472940019701963	77.7264749395621	2.3828123100586023	NA	mean	NA	NA	5.52729775275074	27.391843692413907	14.128523518924576	0.1955883022593885	NA
40	5	20	0005	sieve	candidate_snvs	none_univ	0.0020620765338766143	0.1490793658127599	76.24013897387304	2.4600481875420006	NA	mean	NA	NA	5.622500844635846	26.992832836720385	13.581222719390198	0.2825490119429089	NA
40	5	20	0006	sieve	candidate_snvs	none_univ	0.0020461814654952303	0.12619870204450945	77.0510740460712	2.3012521312252074	NA	mean	NA	NA	5.1058278566205235	23.51507143354631	11.744453738885523	0.2984066100159569	NA
40	5	20	0007	sieve	candidate_snvs	none_univ	0.002068587687653289	0.16697091717140555	74.19055479824995	2.556282779027986	NA	mean	NA	NA	5.520739331463064	25.24494109484037	12.584146954107338	0.3189515816571981	NA
40	5	20	0008	sieve	candidate_snvs	none_univ	0.0020713455796640147	0.14707944558184693	72.61483379964359	2.5062684226834304	NA	mean	NA	NA	5.550949243278298	26.104366747932787	10.876644098892882	0.475868776582357	NA
40	5	20	0009	sieve	candidate_snvs	none_univ	0.0020616391393583414	0.1257435483254021	77.53182527827914	2.313689381555581	NA	mean	NA	NA	5.651950013559595	26.826046295062238	10.903073272305772	0.386569198413645	NA
40	5	20	0010	sieve	candidate_snvs	none_univ	0.0020615943303534962	0.13161011866328245	74.74934916069517	2.5193898461247257	NA	median	NA	NA	5.6145759838246825	26.573445260434465	10.859873421203812	0.4332637684944861	NA
40	5	20	0011	sieve	candidate_snvs	none_univ	0.002082693845839176	0.14648100901368807	70.19061443080975	2.4218722330751516	NA	mean	NA	NA	5.362543799151082	24.067199725713586	12.643367148242302	0.3522231852980597	NA
40	5	20	0012	sieve	candidate_snvs	none_univ	0.002051822080207118	0.1520870391436813	77.4628472730304	2.284800147808272	NA	mean	NA	NA	5.3982811251036384	25.79750195248287	9.506079266262104	0.32097037496568426	NA
40	5	20	0013	sieve	candidate_snvs	none_univ	0.002033915329525317	0.1544028604424134	81.65453016875746	2.655119855194697	NA	mean	NA	NA	5.795329572548256	29.070934903152555	11.56682513008278	0.3103488085457699	NA
40	5	20	0014	sieve	candidate_snvs	none_univ	0.0020830646939035773	0.12334819117405342	69.66731793730453	2.114055222675795	NA	mean	NA	NA	5.206540229822302	23.256869023461707	10.757984729139901	0.4440192117639032	NA
40	5	20	0015	sieve	candidate_snvs	none_univ	0.0020640183362471832	0.14712347481246324	73.60232788145552	2.5742202847598703	NA	mean	NA	NA	5.726325443261462	28.071773080196532	11.04628071660183	0.40857332343579583	NA
40	5	20	0016	sieve	candidate_snvs	none_univ	0.0020811220132243603	0.16040731756038915	70.32610461226615	2.539699346234645	NA	mean	NA	NA	5.462255909431348	26.466097072424184	11.242510116609207	0.43445005493383737	NA
40	5	20	0017	sieve	candidate_snvs	none_univ	0.0020709869054241856	0.16085230790373653	72.85333812451694	2.63681456968458	NA	mean	NA	NA	5.542900969342312	26.641976214958984	11.041552319497056	0.40294508930223455	NA
40	5	20	0018	sieve	candidate_snvs	none_univ	0.0020819069042013107	0.1322478818801626	68.77828612817241	2.3929810906036155	NA	mean	NA	NA	5.416124199993585	25.45488571700809	11.483861048059044	0.4065631069703986	NA
40	5	20	0019	sieve	candidate_snvs	none_univ	0.002063723772004702	0.11858187334884618	76.65115649486806	2.384811186126558	NA	mean	NA	NA	5.225381090384509	23.77233039288435	8.984517122249251	0.5003179414897807	NA
40	5	20	0020	sieve	candidate_snvs	none_univ	0.0020693541890016176	0.1389735928599955	74.56805440793698	2.4707863701540327	NA	median	NA	NA	5.530519653211826	26.917748500069923	14.034152387134476	0.27248321513203794	NA
40	5	20	0001	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0002	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0003	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0004	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0005	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0006	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0007	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0008	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0009	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0010	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0011	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0012	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0013	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0014	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0015	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0016	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0017	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0018	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
40	5	20	0019	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	NA	NA	NA	NA	median	NA	NA	NA	NA	NA	NA	NA
