cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	tool_setup	true_cell_names	cell_names	true_loci_info	loci_info	true_genotypes	genotypes	true_ternary	ternary	genotype_probs	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_hetero_mu	false_positive_hetero_mu	true_negative_hetero_mu	false_negative_hetero_mu	recall_hetero_mu	precision_hetero_mu	f1_score_hetero_mu	fall_out_hetero_mu	true_positive_homo_mu	false_positive_homo_mu	true_negative_homo_mu	false_negative_homo_mu	recall_homo_mu	precision_homo_mu	f1_score_homo_mu	fall_out_homo_mu	true_homo_mu	true_homo_mu_as_homo_ref	true_homo_mu_as_hetero_mu	prop_of_missing	snv_type
40	20	2	0.001999	0.16334	0.0	0.0	0001	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0001	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0001	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0001	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.genotype_probs	10623	0	44971	2606	0.8030085418398972	1.0	0.8907429146402818	0.0	8989	28	45092	4091	0.6872324159021407	0.9968947543528891	0.8135946056025705	0.0006205673758865249	119	1487	56564	30	0.7986577181208053	0.07409713574097136	0.1356125356125356	0.02561540714199583	149	2	28	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0002	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0002	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0002	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0002	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.genotype_probs	7077	1	46585	2137	0.7680703277621012	0.9998587171517378	0.8687699484409527	2.1465676383462838e-05	6389	15	46621	2775	0.697184635530336	0.9976577139287944	0.8207862281603292	0.00032163993481430656	36	638	55112	14	0.72	0.05341246290801187	0.09944751381215468	0.011443946188340806	50	0	14	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0003	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0003	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0003	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0003	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.genotype_probs	11058	0	41380	2762	0.8001447178002894	1.0	0.8889782136827719	0.0	9224	13	41493	4470	0.6735796699284358	0.9985926166504276	0.8045004578954253	0.0003132077290030357	109	1712	53362	17	0.8650793650793651	0.059857221306974184	0.11196712891628144	0.031085448669063438	126	4	13	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0004	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0004	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0004	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0004	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.genotype_probs	7293	0	40487	1940	0.7898841113397596	1.0	0.8826092218322643	0.0	6275	19	40520	2906	0.6834767454525651	0.9969812519860184	0.8109854604200324	0.0004686844766767804	32	967	48701	20	0.6153846153846154	0.03203203203203203	0.060894386298763085	0.0194692759925908	52	1	19	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0005	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0005	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0005	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0005	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.genotype_probs	9642	1	48344	2493	0.7945611866501854	0.9998962978326248	0.8854807604004041	2.068466232288758e-05	8430	25	48434	3591	0.7012727726478662	0.997043169722058	0.8234030084000781	0.0005159000392084028	89	1099	59267	25	0.7807017543859649	0.07491582491582492	0.13671274961597546	0.018205612430838552	114	1	24	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0006	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0006	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0006	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0006	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.genotype_probs	8362	1	44608	2149	0.7955475216439921	0.9998804256845628	0.8860866800890114	2.241700105359905e-05	7532	10	44631	2947	0.7187708750835003	0.9986740917528508	0.8359136562898841	0.00022400931878766158	22	799	54289	10	0.6875	0.02679658952496955	0.051582649472450184	0.014504066221318616	32	1	9	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0007	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0007	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0007	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0007	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.genotype_probs	11804	2	54142	3052	0.7945611200861604	0.9998305946129088	0.8854549546170579	3.693853427895981e-05	10204	25	54172	4599	0.6893197324866581	0.9975559683253497	0.8152764461489294	0.00046128014465745344	30	1547	67400	23	0.5660377358490566	0.019023462270133164	0.036809815950920234	0.022437524475321626	53	0	23	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0008	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0008	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0008	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0008	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.genotype_probs	9778	0	35583	2199	0.8163980963513401	1.0	0.8989197885543553	0.0	8329	16	35623	3592	0.6986829963929201	0.9980826842420611	0.8219678278890753	0.0004489463789668622	39	1394	46110	17	0.6964285714285714	0.027215631542219117	0.05238415043653458	0.02934489727180869	56	1	16	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0009	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0009	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0009	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0009	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.genotype_probs	7586	1	43409	2084	0.7844881075491209	0.999868195597733	0.8791794634061539	2.30361667818475e-05	6510	19	43487	3064	0.6799665761437226	0.9970899065706846	0.8085449916164692	0.000436721371764814	76	982	52002	20	0.7916666666666666	0.07183364839319471	0.1317157712305026	0.018533897025517138	96	2	18	0.0	NA
40	20	2	0.001999	0.16334	0.0	0.0	0010	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0010	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0010	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0010	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_22/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.genotype_probs	4441	1	37974	1384	0.7624034334763948	0.9997748761819	0.865101782409662	2.6333113890717576e-05	3944	8	38002	1846	0.681174438687392	0.9979757085020244	0.8096900020529665	0.0002104709287029729	26	464	43301	9	0.7428571428571429	0.053061224489795916	0.09904761904761904	0.010602079287101563	35	2	7	0.0	NA
