cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
40	20	2	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	76	8	0.10526315789473699	0.16785333073603	0.999914696194649	0.0446398712690559	979	19021
40	20	2	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	76	4	0.0526315789473684	0.15007366904044	0.999906942919154	0.0365913922004276	850	19150
40	20	2	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	76	12	0.157894736842105	0.148558404717727	0.99990969925122	0.0429468953924389	867	19133
40	20	2	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	76	10	0.131578947368421	0.13255733437553	0.99990574062803	0.0344636884356709	749	19251
40	20	2	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	76	8	0.10526315789473699	0.17867242037573602	0.9999151020575792	0.0448450161761902	995	19005
40	20	2	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	76	4	0.0526315789473684	0.159085173292146	0.9999152156758209	0.0441197692510675	916	19084
40	20	2	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	76	6	0.0789473684210526	0.19767477299834502	0.9999146063039659	0.0506622433612452	1136	18864
40	20	2	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	76	8	0.10526315789473699	0.141064697188857	0.9999184615606841	0.0455359290785117	838	19162
40	20	2	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	76	6	0.0789473684210526	0.149002138967454	0.9999118114908759	0.0334862742632631	838	19162
40	20	2	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	76	4	0.0526315789473684	0.11725441028252599	0.999910368309205	0.0246634249150788	653	19347
40	20	2	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	76	4	0.0526315789473684	0.16603818307158402	0.9999253786569291	0.0412574207198731	953	19047
40	20	2	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	76	10	0.131578947368421	0.0916069617680444	0.9998987264940609	0.02280602358525	535	19465
40	20	2	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	76	6	0.0789473684210526	0.12381080177494001	0.9998908310764009	0.0287418987248811	698	19302
40	20	2	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	76	4	0.0526315789473684	0.10400570141084801	0.999893664624114	0.0252180507087068	594	19406
40	20	2	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	76	6	0.0789473684210526	0.12761559075555	0.9999086066330931	0.0314260202863553	747	19253
40	20	2	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	76	12	0.157894736842105	0.14101156289856798	0.999909012734066	0.034949104761037	819	19181
40	20	2	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	76	16	0.21052631578947398	0.14997299763283498	0.999918848911172	0.0474516709871386	885	19115
40	20	2	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	76	14	0.18421052631578896	0.152729404258823	0.9999141759339542	0.0501211948697828	905	19095
40	20	2	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	76	2	0.0263157894736842	0.143015438998628	0.9999115919731579	0.0364189365726051	809	19191
40	20	2	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	76	10	0.131578947368421	0.0873645382451459	0.999901214989833	0.0188322025703662	475	19524
