cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
100	20	2	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	196	26	0.13265306122449003	0.0251175347838948	0.999990587136176	0.00523430096498668	937	129063
100	20	2	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	196	28	0.14285714285714302	0.0310164407614769	0.9999914826079459	0.00774753151583528	1160	128840
100	20	2	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	0.0267119360142831	0.99999051138105	0.00456078279421798	982	129018
100	20	2	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	196	30	0.153061224489796	0.0288867165205838	0.9999911263421629	0.0059357435837688	1067	128933
100	20	2	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	196	22	0.11224489795918402	0.0274959017541498	0.999990389268575	0.00462444770378067	1004	128996
100	20	2	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	196	36	0.18367346938775503	0.0213539841820885	0.9999902839343292	0.0038416501777569	745	129255
100	20	2	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	0.0265823283240396	0.9999904175776009	0.00459310894301019	952	129048
100	20	2	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	196	28	0.14285714285714302	0.0262424036888	0.999990722048764	0.00523295566200731	950	129050
100	20	2	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	196	32	0.163265306122449	0.0336645837863067	0.9999909771877029	0.006304939944074679	1249	128751
100	20	2	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	196	16	0.0816326530612245	0.0297719794231563	0.999990759058454	0.005305050071979621	1093	128907
100	20	2	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	196	32	0.163265306122449	0.0349308459035181	0.999991504842167	0.0074044987335297	1301	128699
100	20	2	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	196	42	0.214285714285714	0.0264302885955186	0.9999904725056121	0.00556284959636554	962	129038
100	20	2	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	196	12	0.0612244897959184	0.033702093368192	0.999990953123178	0.007226548360243091	1265	128735
100	20	2	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	0.0340275539437344	0.9999913555147091	0.007530367372065791	1295	128705
100	20	2	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	196	36	0.18367346938775503	0.0334738483846133	0.9999917478007141	0.0070045716639496	1258	128742
100	20	2	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	196	26	0.13265306122449003	0.0282465068466032	0.9999906197321451	0.00539576622210695	1042	128958
100	20	2	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	196	34	0.17346938775510198	0.023279963616339	0.9999897635658771	0.00362322947284733	830	129170
100	20	2	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	196	38	0.19387755102040802	0.025231970457572	0.9999906754013409	0.00546966655310854	933	129067
100	20	2	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	196	24	0.12244897959183698	0.0311293678302727	0.9999914510682709	0.00613177395440546	1133	128867
100	20	2	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	196	36	0.18367346938775503	0.0276578755939195	0.9999903171812171	0.005295912773752029	1010	128990
