"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
100 5 20 0.001999 0.16334 0 0 1 1462 146200 74 1592 0.0506155950752394 0.0108891928864569
100 5 20 0.001999 0.16334 0 0 2 1476 147600 82 1866 0.0555555555555556 0.0126422764227642
100 5 20 0.001999 0.16334 0 0 3 1468 146800 123 2234 0.0837874659400545 0.0152179836512262
100 5 20 0.001999 0.16334 0 0 4 1522 152200 123 2561 0.0808147174770039 0.016826544021025
100 5 20 0.001999 0.16334 0 0 5 1917 191700 144 2659 0.0751173708920188 0.0138706311945749
100 5 20 0.001999 0.16334 0 0 6 1588 158800 121 1414 0.0761964735516373 0.00890428211586902
100 5 20 0.001999 0.16334 0 0 7 1730 173000 114 2320 0.0658959537572254 0.0134104046242775
100 5 20 0.001999 0.16334 0 0 8 1608 160800 116 2304 0.0721393034825871 0.0143283582089552
100 5 20 0.001999 0.16334 0 0 9 1772 177200 109 2123 0.0615124153498871 0.0119808126410835
100 5 20 0.001999 0.16334 0 0 10 1672 167200 128 2339 0.076555023923445 0.0139892344497608
100 5 20 0.001999 0.16334 0 0 11 1604 160400 103 1861 0.064214463840399 0.0116022443890274
100 5 20 0.001999 0.16334 0 0 12 1700 170000 87 1455 0.0511764705882353 0.00855882352941176
100 5 20 0.001999 0.16334 0 0 13 1295 129500 83 1494 0.0640926640926641 0.0115366795366795
100 5 20 0.001999 0.16334 0 0 14 1769 176900 104 2354 0.0587902769926512 0.0133069530808366
100 5 20 0.001999 0.16334 0 0 15 1465 146500 69 922 0.047098976109215 0.00629351535836177
100 5 20 0.001999 0.16334 0 0 16 1418 141800 91 1680 0.0641748942172073 0.0118476727785614
100 5 20 0.001999 0.16334 0 0 17 1510 151000 90 1427 0.0596026490066225 0.00945033112582781
100 5 20 0.001999 0.16334 0 0 18 1822 182200 94 1791 0.0515916575192097 0.00982985729967069
100 5 20 0.001999 0.16334 0 0 19 1793 179300 120 2295 0.0669269380925823 0.0127997769102064
100 5 20 0.001999 0.16334 0 0 20 1646 164600 126 2067 0.0765492102065614 0.0125577156743621
