cell_num	coverage_mean	coverage_variance	dataset	tool	snv_type	tool_setup	eff_seq_err_rate	ado_rate	wild_overdispersion	alternative_overdispersion	zygosity_rate	estimates_type	deletion_rate	insertion_rate	allelic_seq_cov	allelic_seq_cov_raw_var	gamma_shape	population_size	loh_rate
40	20	10	0001	sciphi	candidate_snvs	NA	0.0020417169173605663	0.12806300000000004	85.49716099999998	2.26249	0.00198524	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0002	sciphi	candidate_snvs	NA	0.0020299421580986204	0.12798200000000004	88.994654	2.25953	0.00532937	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0003	sciphi	candidate_snvs	NA	0.0020340237023848567	0.121525	87.672528	2.30415	0.00175599	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0004	sciphi	candidate_snvs	NA	0.002045143791415118	0.136374	85.721112	2.35828	0.0013130000000000001	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0005	sciphi	candidate_snvs	NA	0.0020394531171976	0.12938000000000005	86.11131999999998	2.21558	0.00238545	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0006	sciphi	candidate_snvs	NA	0.0020205541342869946	0.14127500000000004	90.432123	2.32809	0.00156763	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0007	sciphi	candidate_snvs	NA	0.0020510419440865246	0.12024999999999995	82.68529099999998	2.3433	0.00339756	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0008	sciphi	candidate_snvs	NA	0.002053241804598309	0.12207500000000004	82.733071	2.23844	0.00162231	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0009	sciphi	candidate_snvs	NA	0.002047920326114587	0.12706499999999998	84.396838	2.30915	0.00191468	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0010	sciphi	candidate_snvs	NA	0.002026868528529952	0.12585500000000005	90.950645	2.23029	0.00175068	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0011	sciphi	candidate_snvs	NA	0.0020365362743635838	0.13205199999999995	87.659622	2.28481	0.0011757	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0012	sciphi	candidate_snvs	NA	0.0020366836904986327	0.12790900000000005	87.238878	2.2735700000000003	0.00169521	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0013	sciphi	candidate_snvs	NA	0.002022917791017643	0.12798800000000002	91.360114	2.41764	0.00198013	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0014	sciphi	candidate_snvs	NA	0.0020313946276106147	0.12748700000000002	88.02671699999998	2.1809000000000003	0.00121446	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0015	sciphi	candidate_snvs	NA	0.002027937691520231	0.14576500000000006	86.786197	2.3292900000000003	0.00130249	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0016	sciphi	candidate_snvs	NA	0.002034327909304549	0.13141099999999994	88.690225	2.26025	0.0028085999999999996	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0017	sciphi	candidate_snvs	NA	0.002040097512281875	0.11431300000000001	87.13897200000002	2.12472	0.0012003	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0018	sciphi	candidate_snvs	NA	0.0020288835235141604	0.12060800000000005	89.340762	2.26407	0.00162897	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0019	sciphi	candidate_snvs	NA	0.002049174739829385	0.12576800000000002	83.242779	2.31542	0.00228623	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0020	sciphi	candidate_snvs	NA	0.002048882571182882	0.124321	85.49587100000002	2.20003	0.00130898	NA	NA	NA	NA	NA	NA	NA	NA
40	20	10	0001	sieve	candidate_snvs	none_univ	0.0020461575592022963	0.15539304254046898	86.61010502617897	2.4532668357415037	NA	median	NA	NA	22.189653702709297	13.85928156747875	13.46844451147258	0.3602523593636345	NA
40	20	10	0002	sieve	candidate_snvs	none_univ	0.002033738933348316	0.15824496710251335	89.87681760758525	2.4706971032723173	NA	median	NA	NA	21.972033954838395	13.734459745694323	9.912990321286557	0.4822959945951639	NA
40	20	10	0003	sieve	candidate_snvs	none_univ	0.002041362923320885	0.15803240109527106	88.86880115652893	2.5249799203579597	NA	median	NA	NA	22.45723837265498	14.197809138181366	14.499609844967944	0.3083496669063679	NA
40	20	10	0004	sieve	candidate_snvs	none_univ	0.002049150105024394	0.16289946253086335	86.79431717387034	2.5694498589434684	NA	median	NA	NA	22.70068548165012	14.711138065436025	12.384182450243927	0.3765107523079033	NA
40	20	10	0005	sieve	candidate_snvs	none_univ	0.002048116462326556	0.16096229732162778	87.36282264031998	2.3981968422785362	NA	median	NA	NA	22.912402749690656	14.896486295301292	12.437099918270107	0.3793675824845167	NA
