"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
40 20 10 0.001999 0.16334 0 0 1 756 30240 1 3 0.00132275132275132 9.92063492063492e-05
40 20 10 0.001999 0.16334 0 0 2 449 17960 0 0 0 0
40 20 10 0.001999 0.16334 0 0 3 824 32960 1 7 0.00121359223300971 0.000212378640776699
40 20 10 0.001999 0.16334 0 0 4 672 26880 1 8 0.00148809523809524 0.000297619047619048
40 20 10 0.001999 0.16334 0 0 5 663 26520 2 9 0.00301659125188537 0.000339366515837104
40 20 10 0.001999 0.16334 0 0 6 678 27120 5 60 0.00737463126843658 0.00221238938053097
40 20 10 0.001999 0.16334 0 0 7 727 29080 3 11 0.00412654745529574 0.000378266850068776
40 20 10 0.001999 0.16334 0 0 8 773 30920 2 13 0.00258732212160414 0.000420439844760673
40 20 10 0.001999 0.16334 0 0 9 755 30200 4 57 0.00529801324503311 0.00188741721854305
40 20 10 0.001999 0.16334 0 0 10 779 31160 2 25 0.00256739409499358 0.000802310654685494
40 20 10 0.001999 0.16334 0 0 11 809 32360 2 70 0.00247218788627936 0.00216316440049444
40 20 10 0.001999 0.16334 0 0 12 617 24680 2 15 0.00324149108589951 0.000607779578606159
40 20 10 0.001999 0.16334 0 0 13 573 22920 0 0 0 0
40 20 10 0.001999 0.16334 0 0 14 731 29240 1 24 0.00136798905608755 0.000820793433652531
40 20 10 0.001999 0.16334 0 0 15 768 30720 4 32 0.00520833333333333 0.00104166666666667
40 20 10 0.001999 0.16334 0 0 16 601 24040 1 6 0.00166389351081531 0.000249584026622296
40 20 10 0.001999 0.16334 0 0 17 785 31400 3 17 0.00382165605095541 0.00054140127388535
40 20 10 0.001999 0.16334 0 0 18 614 24560 2 47 0.00325732899022801 0.00191368078175896
40 20 10 0.001999 0.16334 0 0 19 812 32480 2 4 0.00246305418719212 0.000123152709359606
40 20 10 0.001999 0.16334 0 0 20 849 33960 5 74 0.00588928150765607 0.00217903415783274
