cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	fine_tune_type	data_type	true_cell_names	cell_names	true_loci_info	loci_info	true_genotypes	genotypes	true_ternary	ternary	genotype_probs	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_hetero_mu	false_positive_hetero_mu	true_negative_hetero_mu	false_negative_hetero_mu	recall_hetero_mu	precision_hetero_mu	f1_score_hetero_mu	fall_out_hetero_mu	true_positive_homo_mu	false_positive_homo_mu	true_negative_homo_mu	false_negative_homo_mu	recall_homo_mu	precision_homo_mu	f1_score_homo_mu	fall_out_homo_mu	true_homo_mu	true_homo_mu_as_homo_ref	true_homo_mu_as_hetero_mu	prop_of_missing
40	20	10	0.001999	0.16334	0.0	0.0	0001	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0001/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0001/post_processed/filtered.genotype_probs	3596	1	16189	854	0.8080898876404494	0.9997219905476786	0.8937492233130359	6.176652254478072e-05	3035	10	16244	1351	0.6919744642042863	0.9967159277504104	0.8168483380433319	0.0006152331733727	54	498	20078	10	0.84375	0.0978260869565217	0.1753246753246753	0.0242029548989113	64	1	9	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0002	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0002/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0002/post_processed/filtered.genotype_probs	3149	0	12359	732	0.811388817315125	1.0	0.8958748221906118	0.0	2628	7	12407	1198	0.6868792472556194	0.9973434535104364	0.8134963627921373	0.0005638794908973	48	466	15719	7	0.8727272727272727	0.0933852140077821	0.1687170474516695	0.0287920914426938	55	0	7	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0003	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0003/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0003/post_processed/filtered.genotype_probs	2058	1	14627	594	0.7760180995475113	0.9995143273433704	0.8736998514115899	6.836204539239814e-05	1854	3	14636	787	0.7020068156001514	0.9983844911147012	0.8243663850600267	0.0002049320308764	9	193	17076	2	0.8181818181818182	0.0445544554455445	0.0845070422535211	0.0111760958943772	11	0	2	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0004	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0004/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0004/post_processed/filtered.genotype_probs	3442	0	15106	772	0.8168011390602753	1.0	0.8991640543364682	0.0	2930	9	15119	1262	0.6989503816793893	0.9969377339231033	0.8217641284532323	0.0005949233209941	13	490	18808	9	0.5909090909090909	0.025844930417495	0.0495238095238095	0.0253912322520468	22	0	9	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0005	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0005/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0005/post_processed/filtered.genotype_probs	3122	0	15100	898	0.7766169154228856	1.0	0.8742649117894147	0.0	2674	11	15169	1266	0.6786802030456853	0.995903165735568	0.807245283018868	0.0007246376811594	69	368	18672	11	0.8625	0.1578947368421052	0.2669245647969052	0.0193277310924369	80	0	11	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0006	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0006/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0006/post_processed/filtered.genotype_probs	3006	0	16056	778	0.7943974630021141	1.0	0.8854197349042711	0.0	2593	3	16069	1175	0.6881634819532909	0.99884437596302	0.8148962916404778	0.0001866600298656	13	397	19427	3	0.8125	0.0317073170731707	0.0610328638497652	0.0200262308313155	16	0	3	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0007	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0007/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0007/post_processed/filtered.genotype_probs	2974	1	15314	831	0.7816031537450723	0.9996638655462184	0.8772861356932153	6.52954619653934e-05	2546	9	15360	1205	0.678752332711277	0.996477495107632	0.8074849349825562	0.0005855943782939	45	375	18691	9	0.8333333333333334	0.1071428571428571	0.189873417721519	0.0196685198783174	54	1	8	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0008	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0008/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0008/post_processed/filtered.genotype_probs	2797	0	16502	741	0.79055963821368	1.0	0.8830307813733227	0.0	2448	4	16516	1072	0.6954545454545454	0.99836867862969	0.8198258539852645	0.0002421307506053	14	331	19691	4	0.7777777777777778	0.0405797101449275	0.0771349862258953	0.0165318150034961	18	0	4	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0009	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0009/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0009/post_processed/filtered.genotype_probs	3629	0	14585	866	0.8073414905450501	1.0	0.8934022648941409	0.0	3123	1	14618	1338	0.7000672494956288	0.9996798975672216	0.8234673698088333	6.840413160954922e-05	32	473	18573	2	0.9411764705882352	0.0633663366336633	0.1187384044526901	0.02483461094193	34	1	1	0.0
40	20	10	0.001999	0.16334	0.0	0.0	0010	monovar	NA	true_parameters	NA	exc_cnv	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_sites_names	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_genotypes_numeric	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/simulated_data/results/data_type/exc_cnv/0010/true_snv_ternary_matrix	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_04_02/benchmark_results/monovar/from_true_params/exc_cnv/0010/post_processed/filtered.genotype_probs	2975	0	13772	693	0.8110687022900763	1.0	0.8956796628029504	0.0	2631	9	13786	1014	0.7218106995884773	0.9965909090909092	0.8372315035799522	0.0006524102935846	13	322	17095	10	0.5652173913043478	0.0388059701492537	0.0726256983240223	0.0184876844462306	23	1	9	0.0
