"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
40 5 20 0.001999 0.16334 0 0 1 1455 58200 63 771 0.0432989690721649 0.0132474226804124
40 5 20 0.001999 0.16334 0 0 2 1102 44080 54 485 0.0490018148820327 0.011002722323049
40 5 20 0.001999 0.16334 0 0 3 1336 53440 35 233 0.0261976047904192 0.00436002994011976
40 5 20 0.001999 0.16334 0 0 4 1453 58120 72 488 0.0495526496902959 0.00839642119752237
40 5 20 0.001999 0.16334 0 0 5 1324 52960 47 706 0.0354984894259819 0.0133308157099698
40 5 20 0.001999 0.16334 0 0 6 1325 53000 55 451 0.0415094339622641 0.00850943396226415
40 5 20 0.001999 0.16334 0 0 7 1491 59640 69 753 0.0462776659959759 0.012625754527163
40 5 20 0.001999 0.16334 0 0 8 1080 43200 87 641 0.0805555555555556 0.014837962962963
40 5 20 0.001999 0.16334 0 0 9 1296 51840 67 760 0.0516975308641975 0.0146604938271605
40 5 20 0.001999 0.16334 0 0 10 1419 56760 90 1232 0.0634249471458774 0.0217054263565891
40 5 20 0.001999 0.16334 0 0 11 1175 47000 47 294 0.04 0.00625531914893617
40 5 20 0.001999 0.16334 0 0 12 1565 62600 50 482 0.0319488817891374 0.00769968051118211
40 5 20 0.001999 0.16334 0 0 13 1245 49800 42 386 0.0337349397590361 0.00775100401606426
40 5 20 0.001999 0.16334 0 0 14 1082 43280 67 677 0.0619223659889094 0.0156423290203327
40 5 20 0.001999 0.16334 0 0 15 1079 43160 63 745 0.0583873957367933 0.0172613531047266
40 5 20 0.001999 0.16334 0 0 16 1425 57000 70 618 0.0491228070175439 0.0108421052631579
40 5 20 0.001999 0.16334 0 0 17 1152 46080 85 1060 0.0737847222222222 0.0230034722222222
40 5 20 0.001999 0.16334 0 0 18 1156 46240 48 560 0.041522491349481 0.0121107266435986
40 5 20 0.001999 0.16334 0 0 19 1019 40760 62 649 0.0608439646712463 0.0159224730127576
40 5 20 0.001999 0.16334 0 0 20 1354 54160 69 735 0.05096011816839 0.0135709010339734
