cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
40	20	2	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.628765306453875	0.999678733087761	0.158734798712583	760	4240
40	20	2	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.572372454507761	0.999691398376057	0.160847972269221	714	4286
40	20	2	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	8	0.10526315789473699	0.539315181804355	0.999678900943736	0.168588731901155	694	4306
40	20	2	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	12	0.157894736842105	0.7426963456344169	0.999692943081716	0.186896320977007	868	4132
40	20	2	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	2	0.0263157894736842	0.553349858688879	0.9996621500053761	0.138737356961879	671	4329
40	20	2	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.695305454672388	0.9997258400882649	0.18195026862064603	827	4173
40	20	2	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.5700628476363709	0.9996988979239742	0.140034068646826	717	4283
40	20	2	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.48225519959934204	0.999675778111275	0.10295016803438499	562	4438
40	20	2	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.47623774449606704	0.999675614644488	0.110892171695535	561	4439
40	20	2	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	2	0.0263157894736842	0.612332925202434	0.9997117886713879	0.126463632100828	738	4262
40	20	2	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.569658737162573	0.9996863249064369	0.134423144797746	687	4313
40	20	2	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.7244386696512759	0.9996910882225101	0.185877224163914	831	4169
40	20	2	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	10	0.131578947368421	0.5706248490390091	0.9997031746892711	0.137250726135386	683	4317
40	20	2	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.608552798112589	0.9997091732296769	0.151463989195639	719	4281
40	20	2	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	12	0.157894736842105	0.525439536837218	0.9996952849326279	0.10476445605046902	632	4368
40	20	2	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.700102894085152	0.999721956814313	0.16305542843041002	831	4169
40	20	2	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	10	0.131578947368421	0.498099062128942	0.999704616836204	0.146272764482309	653	4347
40	20	2	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.513417400757216	0.9996801346422951	0.134315615666203	645	4355
40	20	2	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	12	0.157894736842105	0.43354472826984003	0.999689770560078	0.0972845696359943	544	4456
40	20	2	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.532075675125941	0.9996909499617909	0.143706568957964	657	4343
