"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
100 20 10 0.001999 0.16334 0 0 1 1560 156000 244 5465 0.156410256410256 0.0350320512820513
100 20 10 0.001999 0.16334 0 0 2 1421 142100 244 4762 0.171710063335679 0.0335116115411682
100 20 10 0.001999 0.16334 0 0 3 1618 161800 300 6416 0.185414091470952 0.0396538936959209
100 20 10 0.001999 0.16334 0 0 4 1617 161700 362 8528 0.22387136672851 0.0527396413110699
100 20 10 0.001999 0.16334 0 0 5 1346 134600 208 4371 0.154531946508172 0.0324739970282318
100 20 10 0.001999 0.16334 0 0 6 1757 175700 407 8365 0.23164484917473 0.047609561752988
100 20 10 0.001999 0.16334 0 0 7 1576 157600 297 4797 0.188451776649746 0.0304378172588832
100 20 10 0.001999 0.16334 0 0 8 1877 187700 382 9357 0.203516249334044 0.0498508257858285
100 20 10 0.001999 0.16334 0 0 9 1588 158800 274 5804 0.172544080604534 0.0365491183879093
100 20 10 0.001999 0.16334 0 0 10 1761 176100 343 8515 0.194775695627484 0.0483532084043157
100 20 10 0.001999 0.16334 0 0 11 1410 141000 247 4447 0.175177304964539 0.0315390070921986
100 20 10 0.001999 0.16334 0 0 12 1400 140000 223 4796 0.159285714285714 0.0342571428571429
100 20 10 0.001999 0.16334 0 0 13 1517 151700 306 5925 0.201713909030982 0.0390573500329598
100 20 10 0.001999 0.16334 0 0 14 1560 156000 316 4872 0.202564102564103 0.0312307692307692
100 20 10 0.001999 0.16334 0 0 15 1739 173900 314 7713 0.18056354226567 0.0443530764807361
100 20 10 0.001999 0.16334 0 0 16 1653 165300 340 6216 0.205686630369026 0.0376043557168784
100 20 10 0.001999 0.16334 0 0 17 1597 159700 328 6399 0.205385097056982 0.0400688791484033
100 20 10 0.001999 0.16334 0 0 18 1717 171700 376 7642 0.218986604542807 0.044507862550961
100 20 10 0.001999 0.16334 0 0 19 1702 170200 379 8176 0.222679200940071 0.0480376028202115
100 20 10 0.001999 0.16334 0 0 20 1552 155200 296 4814 0.190721649484536 0.0310180412371134
