"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
40 20 10 0.001999 0.16334 0 0 1 1124 44960 175 2158 0.155693950177936 0.0479982206405694
40 20 10 0.001999 0.16334 0 0 2 991 39640 153 1477 0.15438950554995 0.0372603430877901
40 20 10 0.001999 0.16334 0 0 3 1200 48000 217 2200 0.180833333333333 0.0458333333333333
40 20 10 0.001999 0.16334 0 0 4 978 39120 160 1215 0.16359918200409 0.031058282208589
40 20 10 0.001999 0.16334 0 0 5 1001 40040 146 1924 0.145854145854146 0.0480519480519481
40 20 10 0.001999 0.16334 0 0 6 1073 42920 150 2070 0.139794967381174 0.0482292637465051
40 20 10 0.001999 0.16334 0 0 7 1103 44120 187 1392 0.169537624660018 0.0315503173164098
40 20 10 0.001999 0.16334 0 0 8 926 37040 152 1235 0.16414686825054 0.0333423326133909
40 20 10 0.001999 0.16334 0 0 9 1164 46560 162 2331 0.139175257731959 0.0500644329896907
40 20 10 0.001999 0.16334 0 0 10 1117 44680 197 1692 0.176365264100269 0.0378692927484333
40 20 10 0.001999 0.16334 0 0 11 845 33800 127 1211 0.150295857988166 0.0358284023668639
40 20 10 0.001999 0.16334 0 0 12 953 38120 136 1358 0.142707240293809 0.0356243441762854
40 20 10 0.001999 0.16334 0 0 13 1066 42640 164 1621 0.153846153846154 0.038015947467167
40 20 10 0.001999 0.16334 0 0 14 962 38480 126 1294 0.130977130977131 0.0336278586278586
40 20 10 0.001999 0.16334 0 0 15 1000 40000 150 1229 0.15 0.030725
40 20 10 0.001999 0.16334 0 0 16 1069 42760 168 1796 0.157156220767072 0.0420018709073901
40 20 10 0.001999 0.16334 0 0 17 1033 41320 153 1528 0.14811229428848 0.0369796708615682
40 20 10 0.001999 0.16334 0 0 18 1027 41080 144 1585 0.140214216163583 0.0385832521908471
40 20 10 0.001999 0.16334 0 0 19 1110 44400 168 1739 0.151351351351351 0.0391666666666667
40 20 10 0.001999 0.16334 0 0 20 783 31320 98 1089 0.125159642401022 0.0347701149425287
