cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	tool_setup	true_cell_names	cell_names	true_loci_info	loci_info	true_genotypes	genotypes	true_ternary	ternary	genotype_probs	true_positive	false_positive	true_negative	false_negative	recall	precision	f1_score	fall_out	true_positive_hetero_mu	false_positive_hetero_mu	true_negative_hetero_mu	false_negative_hetero_mu	recall_hetero_mu	precision_hetero_mu	f1_score_hetero_mu	fall_out_hetero_mu	true_positive_homo_mu	false_positive_homo_mu	true_negative_homo_mu	false_negative_homo_mu	recall_homo_mu	precision_homo_mu	f1_score_homo_mu	fall_out_homo_mu	true_homo_mu	true_homo_mu_as_homo_ref	true_homo_mu_as_hetero_mu	prop_of_missing	snv_type
40	20	10	0.001999	0.16334	0.0	0.0	0001	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0001	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0001	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0001	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0001/post_processed/filtered.genotype_probs	9078	8	33447	2427	0.7890482398956975	0.9991195245432534	0.8817444514593754	0.00023912718577193243	7371	57	33846	3686	0.6666365198516777	0.9923263327948304	0.7975114958074114	0.0016812671445004866	392	1266	43246	56	0.875	0.2364294330518697	0.37226970560303896	0.02844176851186197	448	7	49	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0002	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0002	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0002	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0002	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0002/post_processed/filtered.genotype_probs	6101	1	31803	1735	0.7785860132720775	0.9998361193051458	0.875448414406658	3.144258583825934e-05	5247	29	31928	2436	0.6829363529871144	0.9945034116755116	0.8097847056100007	0.0009074694120224053	125	701	38786	28	0.8169934640522876	0.1513317191283293	0.2553626149131767	0.017752678096588752	153	0	28	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0003	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0003	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0003	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0003	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0003/post_processed/filtered.genotype_probs	8073	1	37589	2337	0.7755043227665706	0.9998761456527124	0.8735122267907378	2.6602819898909288e-05	6785	44	37813	3358	0.6689342403628118	0.9935568897349538	0.7995522036295074	0.0011622685368624032	219	1026	46707	48	0.8202247191011236	0.17590361445783131	0.28968253968253965	0.021494563509521714	267	5	43	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0004	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0004	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0004	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0004	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0004/post_processed/filtered.genotype_probs	3905	0	33846	1369	0.7404247250663633	1.0	0.8508552129861641	0.0	3543	22	33879	1676	0.6788656830810501	0.99382889200561	0.8066939890710383	0.0006489484086015162	31	309	38756	24	0.5636363636363636	0.09117647058823528	0.15696202531645567	0.007909893766798924	55	2	22	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0005	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0005	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0005	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0005	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0005/post_processed/filtered.genotype_probs	7684	0	30218	2138	0.7823253919771941	1.0	0.8778704444190564	0.0	6427	46	30398	3169	0.6697582325969154	0.9928935578557084	0.7999253220486652	0.001510970963079753	174	1037	38777	52	0.7699115044247787	0.14368290668868702	0.2421711899791232	0.02604611443210931	226	6	46	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0006	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0006	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0006	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0006	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0006/post_processed/filtered.genotype_probs	9105	3	31384	2428	0.7894736842105263	0.9996706192358368	0.8822246984157744	9.558097301430528e-05	7512	68	31646	3694	0.6703551668748885	0.991029023746702	0.7997444905780899	0.0021441634609320804	261	1267	41326	66	0.7981651376146789	0.17081151832460734	0.2814016172506738	0.029746671988354893	327	1	65	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0007	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0007	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0007	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0007	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0007/post_processed/filtered.genotype_probs	5966	0	36348	1806	0.7676273803396809	1.0	0.8685398165671859	0.0	4999	50	36499	2572	0.6602826575089156	0.9900970489205784	0.7922345483359746	0.0013680264849927494	146	771	43148	55	0.7263681592039801	0.15921483097055614	0.2611806797853309	0.017555044513763975	201	5	50	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0008	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0008	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0008	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0008	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0008/post_processed/filtered.genotype_probs	5125	0	30326	1589	0.7633303544831695	1.0	0.8657825829884281	0.0	4352	31	30438	2219	0.6623040633084767	0.9929272187999088	0.7945955815227315	0.001017427549312416	106	636	36261	37	0.7412587412587412	0.14285714285714285	0.2395480225988701	0.017237173753963737	143	6	31	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0009	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0009	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0009	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0009	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0009/post_processed/filtered.genotype_probs	9293	2	34672	2593	0.7818441864378258	0.9997848305540612	0.8774845380293659	5.7680106131395274e-05	7766	39	34882	3873	0.6672394535613025	0.995003203074952	0.7988068298703971	0.0011168065061137997	206	1284	45029	41	0.8340080971659919	0.13825503355704702	0.23719055843408174	0.02772439703754885	247	4	37	0.0	NA
40	20	10	0.001999	0.16334	0.0	0.0	0010	monovar	true_parameters	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/snv_cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.cell_names	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_sites_names_dir/true_snv_sites_names.0010	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.loci_info	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_genotypes_numeric.0010	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.genotypes	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/simulated_data/results/true_snv_dir/true_snv_ternary_matrix.0010	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.ternary	/home/kang/research/SIEVE_benchmark_pipeline_03/benchmark_results/monovar/from_true_params/0010/post_processed/filtered.genotype_probs	5523	2	37327	1828	0.7513263501564413	0.9996380090497736	0.8578751164958061	5.3577647405502416e-05	4760	48	37459	2413	0.6635996096472885	0.9900166389351082	0.7945914364410317	0.0012797611112592313	123	594	43908	55	0.6910112359550562	0.17154811715481172	0.2748603351955308	0.01334771470945126	178	9	46	0.0	NA
