"cell_num" "coverage_mean" "coverage_variance" "eff_seq_err_rate" "ado_rate" "deletion_rate" "insertion_rate" "dataset" "total_snv_sites" "total_snv_entries" "parallel_mu_sites" "parallel_mu_entries" "prop_parallel_mu_sites" "prop_parallel_mu_entries"
100 20 10 0.001999 0.16334 0 0 1 1462 146200 74 1592 0.0506155950752394 0.0108891928864569
100 20 10 0.001999 0.16334 0 0 2 1887 188700 138 2624 0.0731319554848967 0.0139056703762586
100 20 10 0.001999 0.16334 0 0 3 2100 210000 158 2632 0.0752380952380952 0.0125333333333333
100 20 10 0.001999 0.16334 0 0 4 1508 150800 96 1541 0.0636604774535809 0.0102188328912467
100 20 10 0.001999 0.16334 0 0 5 1736 173600 102 1594 0.0587557603686636 0.00918202764976959
100 20 10 0.001999 0.16334 0 0 6 1618 161800 95 1534 0.0587144622991347 0.00948084054388133
100 20 10 0.001999 0.16334 0 0 7 1909 190900 151 3356 0.0790990047145102 0.017579884756417
100 20 10 0.001999 0.16334 0 0 8 1518 151800 89 1752 0.0586297760210804 0.0115415019762846
100 20 10 0.001999 0.16334 0 0 9 1553 155300 73 1358 0.047005795235029 0.00874436574372183
100 20 10 0.001999 0.16334 0 0 10 1811 181100 122 2970 0.0673660960795141 0.0163997791275538
100 20 10 0.001999 0.16334 0 0 11 1549 154900 101 1502 0.065203357004519 0.00969657843770174
100 20 10 0.001999 0.16334 0 0 12 1719 171900 119 2808 0.0692262943571844 0.0163350785340314
100 20 10 0.001999 0.16334 0 0 13 1722 172200 96 1667 0.0557491289198606 0.00968060394889663
100 20 10 0.001999 0.16334 0 0 14 1826 182600 129 2009 0.0706462212486309 0.0110021905805038
100 20 10 0.001999 0.16334 0 0 15 1385 138500 80 1015 0.0577617328519856 0.00732851985559567
100 20 10 0.001999 0.16334 0 0 16 2082 208200 143 2709 0.0686839577329491 0.0130115273775216
100 20 10 0.001999 0.16334 0 0 17 1612 161200 90 1646 0.0558312655086849 0.0102109181141439
100 20 10 0.001999 0.16334 0 0 18 1899 189900 123 1979 0.0647709320695103 0.0104212743549236
100 20 10 0.001999 0.16334 0 0 19 1849 184900 115 1987 0.0621957815035154 0.0107463493780422
100 20 10 0.001999 0.16334 0 0 20 1461 146100 83 1802 0.0568104038329911 0.0123340177960301
