cell_num	coverage_mean	coverage_variance	eff_seq_err_rate	ado_rate	deletion_rate	insertion_rate	dataset	tool	snv_type	tool_setup	max_clades	RF_distance	normalized_RF_distance	weighted_RF_distance	normalized_weighted_RF_distance	rooted_branch_score_difference	num_candidate_mutated_sites	num_background_sites
40	20	10	0.001999	0.16334	0	0	1	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.165166381489389	0.9999130094361719	0.0441434957418835	972	19028
40	20	10	0.001999	0.16334	0	0	2	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.13258803527221302	0.9999148330365971	0.0371798261237101	769	19231
40	20	10	0.001999	0.16334	0	0	3	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.146634090667844	0.9999197080238359	0.0298355665110829	828	19172
40	20	10	0.001999	0.16334	0	0	4	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	2	0.0263157894736842	0.161980041892863	0.9999206019554101	0.0451818668747377	938	19062
40	20	10	0.001999	0.16334	0	0	5	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	14	0.18421052631578896	0.146421637143552	0.999907521997366	0.0372211275040543	857	19143
40	20	10	0.001999	0.16334	0	0	6	sieve	candidate_snvs	none_univ-fels_fixed_2	NA	0	0.0	0.1675803721406	0.999916044201074	0.0393404687352371	946	19054
40	20	10	0.001999	0.16334	0	0	7	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	2	0.0263157894736842	0.147370537448328	0.9999050780717941	0.0388138705321521	840	19160
40	20	10	0.001999	0.16334	0	0	8	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	2	0.0263157894736842	0.16729769747864	0.9999191037014359	0.0394552883972691	933	19067
40	20	10	0.001999	0.16334	0	0	9	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	8	0.10526315789473699	0.15119103936779998	0.9999164677743622	0.0438817883792677	868	19132
40	20	10	0.001999	0.16334	0	0	10	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	8	0.10526315789473699	0.165558178023447	0.99992469126203	0.0371028693924726	953	19047
40	20	10	0.001999	0.16334	0	0	11	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	14	0.18421052631578896	0.181166575941767	0.9999217558243809	0.057845682925007996	1086	18914
40	20	10	0.001999	0.16334	0	0	12	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.186910702284474	0.9999137092236909	0.0527481326978308	1064	18936
40	20	10	0.001999	0.16334	0	0	13	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	6	0.0789473684210526	0.134739988304585	0.9999125522764158	0.0313978013235454	750	19250
40	20	10	0.001999	0.16334	0	0	14	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.163859241516325	0.9999133155389359	0.0467359383758828	925	19075
40	20	10	0.001999	0.16334	0	0	15	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	12	0.157894736842105	0.176724250778232	0.9999126354077321	0.0410644067262595	1008	18992
40	20	10	0.001999	0.16334	0	0	16	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	8	0.10526315789473699	0.132235998152321	0.9999100926384059	0.0344335580682211	734	19266
40	20	10	0.001999	0.16334	0	0	17	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.17605865967598003	0.9999165419218041	0.0457754704771029	983	19017
40	20	10	0.001999	0.16334	0	0	18	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	10	0.131578947368421	0.145698419392935	0.999905740768326	0.0400151973359296	860	19140
40	20	10	0.001999	0.16334	0	0	19	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	8	0.10526315789473699	0.151811976394091	0.9999205203539491	0.0417475792528475	875	19125
40	20	10	0.001999	0.16334	0	0	20	sieve	candidate_snvs	none_univ-fels_fixed_2	76.0	4	0.0526315789473684	0.13610956179649197	0.9999185032950121	0.0357960908709771	783	19217
